code,product_name,ingredients_text,ingredients_tags,allergens_tags,traces_tags,lang
6111242102002,غلال القمح,"Ingré&lents : lait entier enrichi en crème, sucre, poudre de lait écrémé, texturant : amidon, préparation de céréales, fibres, arômes, ferments ladiques et colorant naturel. Matière grasse : 3,4 % Poids net : 110 g","['fr:Ingré&lents', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:skimmed-milk-powder', 'en:dairy', 'en:milk-powder', 'fr:texturant', 'fr:préparation de céréales', 'en:fiber', 'en:flavouring', 'fr:ferments ladiques', 'en:natural-colours', 'en:colour', 'en:fat', 'en:oil-and-fat', 'fr:lait entier enrichi en crème', 'en:starch', 'fr:Poids net']",['en:milk'],['en:milk'],fr
3225350000501,Pulco à diluer citron,"Eau, jus à base de concentrés: citron 35,5% et orange 4,5% (équivalent à 40% de jus reconstitués), pulpes de citron 5%, acidifiant : acide citrique, extrait de citron.","['en:water', 'en:concentrated-juice', 'en:juice', 'en:lemon-pulp', 'en:fruit', 'en:citrus-fruit', 'en:lemon', 'en:acid', 'en:lemon-extract', 'en:extract', 'en:fruit-extract', 'en:citrus-fruit-extract', 'en:concentrated-lemon-juice', 'en:fruit-juice', 'en:lemon-juice', 'en:concentrated-orange-juice', 'en:orange', 'en:orange-juice', 'en:e330']",['en:orange'],[],fr
3327272107259,Menguy's Beurre de cacahuètes creamy,"CACAHUETES (86%), beurre végétal (sal, cacao), sucre, sel. Traces éventuelles de fruits à coque, soja, gluten de blé.","['en:peanut', 'en:nut', 'en:butter', 'en:dairy', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:salt', 'fr:sal', 'en:cocoa-butter', 'en:oil-and-fat', 'en:plant', 'en:vegetable-oil-and-fat', 'en:vegetable-fat', 'en:cocoa']","['en:milk', 'en:peanuts']","['en:gluten', 'en:nuts', 'en:soybeans']",fr
6111184000213,El Baraka Confiture D'abricots 430 G,"Ingrédienb'. Sucre, Abricots (50%), gélifiant : Pectine de fruits et correcteur d'acidité : acide citriques.","['fr:ingredienb', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:apricot', 'en:fruit', 'en:prunus-species-fruit', 'en:gelling-agent', 'en:e330', 'en:fruit-pectin', 'en:e440a', 'en:acidity-regulator']",[],[],fr
3228857001194,Beau & bon Céréales & graines,"Farines de céréales 54,8% (BLÉ 46,6%, AVOINE 1,8%, riz, SEIGLE, ORGE 1,8%, SEIGLE malté, ORGE malté 0,3%), eau, graines 14,6% (tournesol 4,6%, SOJA, lin, millet, AVOINE 0,9%, maïs, ORGE 0,4%, SÉSAME), gluten de BLÉ, huile de colza, levure, arôme (contient alcool), sel, vinaigre, extrait d'acérola. Peut contenir des traces d'OEUF, LAIT, FRUITS A COQUE, MOUTARDE et LUPIN.","['en:cereal-flour', 'en:flour', 'en:water', 'en:seed', 'en:wheat-gluten', 'en:gluten', 'en:colza-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:rapeseed-oil', 'en:yeast', 'en:flavouring', 'en:salt', 'en:vinegar', 'en:acerola-juice', 'en:fruit', 'en:juice', 'en:fruit-juice', 'en:wheat', 'en:cereal', 'en:oat', 'en:rice', 'en:rye', 'en:barley', 'en:malted-barley', 'en:malt', 'en:sunflower-seed', 'en:soya-bean', 'en:vegetable', 'en:pod-and-seed-vegetable', 'en:legume', 'en:pulse', 'en:soya', 'en:flax-seed', 'en:flax', 'en:millet-seed', 'en:millet', 'en:corn', 'en:sesame-seeds', 'en:sesame']","['en:gluten', 'en:sesame-seeds', 'en:soybeans']","['en:eggs', 'en:lupin', 'en:milk', 'en:mustard', 'en:nuts']",fr
6111032008453,danino,Danino,['fr:Danino'],[],[],fr
5060042641000,Lightly sea salted crisps,"Potatoes, vegetable oils (sunflower, rapeseed in varying proportions), sea salt. May contain MILK. Packaged in a protective atmosphere.","['en:potato', 'en:vegetable', 'en:root-vegetable', 'en:tuber', 'en:vegetable-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:sea-salt', 'en:salt', 'en:sunflower-oil', 'en:rapeseed-oil']",[],['en:milk'],en
3067140013120,Chicorée soluble nature,100% chicorée soluble,"['fr:chicoree-soluble', 'en:vegetable', 'en:shoot-vegetable', 'en:chicory']",[],[],fr
3242274030056,Manhattan Oeuf  Poulet Rôti  Fromage,"Salade composée 80% (spécialités céréalières cuites (eau, semoule de BLE dur, OEUF, sel, curcuma), OEUF, salade 11%, viande de poulet, carottes, FROMAGE à pâte dure, jus de citron, huile de colza, eau, amidon, fécule, dextrose, ferments, sel, arôme naturel, persil). 
Sauce vinaigrette balsamique 7% (huile de colza, huile d'olive vierge, vinaigre de vin (SULFITES), moût de raisin, sel) 
Cookie au chocolat 7% (sucre, farine de BLE, OEUF, BEURRE, huile de colza, pâte et beurre de cacao, poudre de cacao maigre, poudre à lever: bicarbonate de sodium, émulsifiants: lécithines de SOJA, arôme naturel, sel). 
Gressins 4% (farine de BLE, son de BLE, fibre de BLE, semoule de BLE dur, BEURRE, huile d'olive vierge, huile de colza, eau, levure boulangère, sucre, amidon, fécule, sel, graines de pavot, arôme naturel).","['fr:salade-composee', 'en:vegetable', 'en:salad', 'fr:Sauce vinaigrette balsamique', 'fr:Cookie au chocolat', 'bg:гризини', 'fr:spécialités céréalières cuites', 'en:egg', 'en:chicken-meat', 'en:poultry', 'en:chicken', 'en:carrot', 'en:root-vegetable', 'en:taproot-vegetable', 'en:hard-cheese', 'en:dairy', 'en:cheese', 'en:lemon-juice', 'en:fruit', 'en:juice', 'en:fruit-juice', 'en:colza-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:rapeseed-oil', 'en:water', 'en:starch', 'en:dextrose', 'en:added-sugar', 'en:monosaccharide', 'en:glucose', 'en:ferment', 'en:salt', 'en:natural-flavouring', 'en:flavouring', 'en:parsley', 'en:herb', 'en:leaf-vegetable', 'en:virgin-olive-oil', 'en:vegetable-oil', 'en:olive-oil', 'en:wine-vinegar', 'en:vinegar', 'en:grape-must', 'en:must', 'en:sugar', 'en:disaccharide', 'en:wheat-flour', 'en:cereal', 'en:flour', 'en:wheat', 'en:cereal-flour', 'en:butter', 'en:cocoa-mass-and-cocoa-butter', 'en:plant', 'en:vegetable-fat', 'en:cocoa', 'en:cocoa-butter', 'en:cocoa-paste', 'en:fat-reduced-cocoa-powder', 'en:cocoa-powder', 'en:fat-reduced-cocoa', 'en:e500ii', 'en:e500', 'en:soya-lecithin', 'en:e322', 'en:e322i', 'en:wheat-bran', 'en:wheat-fiber', 'en:fiber', 'en:vegetable-fiber', 'en:durum-wheat-semolina', 'en:durum-wheat', 'en:semolina', 'en:baker-s-yeast', 'en:yeast', 'en:poppyseed', 'en:poppy', 'en:turmeric', 'en:condiment', 'en:spice']","['en:eggs', 'en:gluten', 'en:milk', 'en:soybeans', 'en:sulphur-dioxide-and-sulphites']","['en:fish', 'en:gluten', 'en:mustard', 'en:nuts', 'en:soybeans']",fr
3412290070071,Fromage à tartiner Nature fouetté MADAME LOIK - 320g,"FROMAGE frais, sel de Guérande (1,1%). Traces éventuelles de fruits à coque. Apports laitiers issus de LAIT pasteurisé (LAIT : origine France ( Régions Bretagne et Pays de la Loire)","['en:soft-white-cheese', 'en:dairy', 'en:cheese', 'en:salt-from-guerande', 'en:salt', 'en:sea-salt', 'fr:Apports laitiers issus de LAIT pasteurisé', 'en:milk']",['en:milk'],"['en:milk', 'en:nuts']",fr
3760049798869,Pain de mie Bio grandes tranches complet sans sucres ajoutés 500g,"Farine complète de BLÉ*/** 59%, eau, GLUTEN DE BLÉ*, huile de tournesol*, levure, arôme naturel d'AVOINE*(contient alcool*), sel, vinaigre*, farine de BLÉ*/**0,3%, levure désactivée, antioxydant : acide ascorbique. Traces éventuelles de soja. *Ingrédients issus de l'Agriculture Biologique. **Ingrédients issus du commerce équitable français.","['en:whole-wheat-flour', 'en:cereal', 'en:flour', 'en:wheat', 'en:cereal-flour', 'en:wholemeal-flour', 'en:wheat-flour', 'en:water', 'en:wheat-gluten', 'en:gluten', 'en:sunflower-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:vegetable-oil', 'en:yeast', 'fr:arome-naturel-d-avoine', 'en:salt', 'en:vinegar', 'en:deactivated-yeast', 'en:antioxidant', 'en:alcohol', 'en:vitamin-c', 'en:vitamins', 'fr:francais']",['en:gluten'],['en:soybeans'],fr
3362600011006,Henry's Petit Surfin,"farine de froment, sucre, Graisse végétale , Sucre inverti, Agents levants (Bicarbonate d'ammonium, Bicarbonate de sodium), arôme vanille","['en:wheat-flour', 'en:cereal', 'en:flour', 'en:wheat', 'en:cereal-flour', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:vegetable-fat', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:invert-sugar', 'en:monosaccharide', 'en:e503ii', 'en:e503', 'en:e500ii', 'en:e500', 'en:vanilla-flavouring', 'en:flavouring']",['en:gluten'],['en:nuts'],fr
6111180000392,سكر الفانيلين,"sucre, amidon de maïs, éthylvanilline","['en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:corn-starch', 'en:starch', 'en:ethylvanillin', 'en:vanillin']",[],[],ar
3168930009078,Flocons d'avoine complète,100% Flocons d'avoine.,"['en:oat-flakes', 'en:cereal', 'en:oat']",[],['en:gluten'],fr
6111242102781,Tendre nature,"Lait frais, crème, sucre, poudre de lait écrémé, ferments lactiques,","['en:milk', 'en:dairy', 'en:cream', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:skimmed-milk-powder', 'en:milk-powder', 'en:lactic-ferments', 'en:ferment', 'en:microbial-culture']",['en:milk'],['en:milk'],fr
3272770097642,Le Goût Primeur format familial,"Lait et crème pasteurisés (Origine : France), protéines du lait, sel,","['en:milk', 'en:dairy', 'en:cream', 'en:milk-proteins', 'en:protein', 'en:animal-protein', 'en:salt']",['en:milk'],['en:milk'],fr
3760020508012,Tartines craquantes Sarrasin,"Farine de sarrasin* 80 %, farine de riz*, sel marin.
*Produits issus de l'agriculture biologique.","['en:buckwheat-flour', 'en:cereal', 'en:flour', 'en:buckwheat', 'en:rice-flour', 'en:rice', 'en:sea-salt', 'en:salt']",[],[],fr
6111099005495,Mantequilla,,,[],[],de
6111250470742,Lait U.H.T entier,lait,"['en:milk', 'en:dairy']",['en:milk'],[],fr
3228857000852,Pain de mie 100% mie nature,"Farine de BLÉ 63%, eau, sucre, huile de colza, sel, vinaigre, levure, farine de fèves, gluten de BLÉ, arôme (contient alcool), extrait d'acérola. Peut contenir des traces d'OEUF, SOJA, LAIT, FRUITS A COQUE et GRAINES DE SÉSAME.","['en:wheat-flour', 'en:cereal', 'en:flour', 'en:wheat', 'en:cereal-flour', 'en:water', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:colza-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:rapeseed-oil', 'en:salt', 'en:vinegar', 'en:yeast', 'en:broad-bean-flour', 'en:vegetable', 'en:pod-and-seed-vegetable', 'en:legume', 'en:broad-bean', 'en:wheat-gluten', 'en:gluten', 'en:flavouring', 'en:acerola-juice', 'en:fruit', 'en:juice', 'en:fruit-juice']",['en:gluten'],"['en:eggs', 'en:milk', 'en:nuts', 'en:sesame-seeds', 'en:soybeans']",fr
6111251753899,Olla,"Puré de tomate (160 g para elaborar 100 g de producto), aceite de girasol, azúcar, almidón modificado de maíz, sal, aroma de verduras.","['en:tomato-puree', 'en:vegetable', 'en:fruit-vegetable', 'en:tomato', 'en:sunflower-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:vegetable-oil', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:modified-corn-starch', 'en:starch', 'en:corn-starch', 'en:modified-starch', 'en:salt', 'es:aroma de verduras', 'es:para elaborar 100 g de producto']",[],[],es
20095291,Cioccolato fondente,"Massa di cacao, zucchero, burro di cacao, emulsionante: lecitine (soia); estratto di vaniglia","['en:cocoa-paste', 'en:plant', 'en:cocoa', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:cocoa-butter', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:vegetable-fat', 'en:e322', 'en:vanilla-extract', 'en:extract', 'en:vanilla', 'en:vegetable-extract']",['en:soybeans'],"['en:milk', 'en:nuts']",it
8445290133403,Nesquik,"Sucre, cacao maigre en poudre* (23%), émulsifiant : lécithine de SOJA, sel, vitamines (C, D), arôme naturel, cannelle. *Bilan massique certifié Rainforest Alliance www.ra.org/fr","['en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:fat-reduced-cocoa-powder', 'en:plant', 'en:cocoa', 'en:cocoa-powder', 'en:fat-reduced-cocoa', 'en:soya-lecithin', 'en:e322', 'en:e322i', 'en:salt', 'en:vitamins', 'en:vitamin-c', 'en:vitamin-d', 'en:natural-flavouring', 'en:flavouring', 'en:cinnamon', 'en:condiment', 'en:spice', 'fr:Bilan massique certifié Rainforest Alliance www.ra.org', 'fr:fr']",['en:soybeans'],[],fr
3228857002184,American sandwich nature,"Farine de BLÉ 66,3%, eau, huile de colza, fibre de chicorée, arôme (contient alcool), sel, fibre de BLÉ, vinaigre, levure, farine de fèves, gluten de BLÉ, levure désactivée, extrait d'acérola. Peut contenir des traces d'OEUFS, SOJA, LAIT, FRUITS A COQUE et GRAINES DE SESAME.","['en:wheat-flour', 'en:cereal', 'en:flour', 'en:wheat', 'en:cereal-flour', 'en:water', 'en:colza-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:rapeseed-oil', 'en:chicory-fibre', 'en:vegetable', 'en:fiber', 'en:shoot-vegetable', 'en:vegetable-fiber', 'en:chicory', 'en:flavouring', 'en:salt', 'en:wheat-fiber', 'en:vinegar', 'en:yeast', 'en:broad-bean-flour', 'en:wheat-gluten', 'en:gluten', 'en:deactivated-yeast', 'en:acerola-juice', 'en:fruit', 'en:juice', 'en:fruit-juice']",['en:gluten'],"['en:eggs', 'en:milk', 'en:nuts', 'en:sesame-seeds', 'en:soybeans']",fr
3175681209282,Goûter 4S Saveur pommes,"Farine de blé 64,4%, huile de colza, sirop de sucres issu de fruits, farine de maïs, semoule de pommes séchées 4,8% (amidon de blé), extrait de malt d'orge, fibre de blé, jus de pomme concentré 2,2%, poudre à lever : carbonates de potassium, arôme naturel de pomme avec autres arômes naturels, émulsifiant: lécithines, extrait de pomme 0,4%, acidifiant: acide malique, protéines de lait.","['en:wheat-flour', 'en:cereal', 'en:flour', 'en:wheat', 'en:cereal-flour', 'en:colza-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:rapeseed-oil', 'fr:sirop-de-sucres-issus-de-fruits', 'en:added-sugar', 'en:disaccharide', 'en:syrup', 'en:sugar-syrup', 'en:corn-flour', 'en:corn', 'en:dried-apple', 'en:fruit', 'en:malaceous-fruit', 'en:apple', 'en:barley-malt-extract', 'en:malt', 'en:malted-barley', 'en:wheat-fiber', 'en:fiber', 'en:vegetable-fiber', 'en:concentrated-apple-juice', 'en:juice', 'en:fruit-juice', 'en:apple-juice', 'en:raising-agent', 'en:natural-apple-flavouring', 'en:flavouring', 'en:natural-flavouring', 'en:emulsifier', 'en:apple-extract', 'en:extract', 'en:fruit-extract', 'en:acid', 'en:milk-proteins', 'en:protein', 'en:animal-protein', 'en:wheat-starch', 'en:starch', 'en:e501', 'en:e322', 'en:e296']","['en:gluten', 'en:milk']",[],fr
50184453,Yeast Extract,"yeast extract, barley, wheat, oats, rye, salt, vegetable juice concentrate, thiamin, riboflavin, niacin, vitamin B12, folic acid, natural flavouring, celery","['en:yeast-extract', 'en:yeast', 'en:barley', 'en:cereal', 'en:wheat', 'en:oat', 'en:rye', 'en:salt', 'en:vegetable-juice', 'en:vegetable', 'en:thiamin', 'en:vitamins', 'en:e101', 'en:e375', 'en:vitamin-b12', 'en:folic-acid', 'en:folate', 'en:natural-flavouring', 'en:flavouring', 'en:celery', 'en:stalk-vegetable']","['en:celery', 'en:gluten']",[],nl
5411188119098,Natur mit Kokosnuss,"_Sojabasis_ (Wasser, geschälte _Sojabohnen_ (10,4%)], Kokosmilch (4,3%) (Kokosceme, Wasser), Zucker, Tricalciumcitrat, Säureregulatoren (Natriumcitrate, Citronensäure), Stabilisator (Pektine), natürliches Aroma, Meersalz, Antioxidationsmitel (stark tocopherol-tatige Extract, Fettsäureester der Ascorbinsäure), Vitamine (B12, D2), Joghurtkulturen (Str,thermophilus, L, bulgaricus).","['en:soy-base', 'en:water', 'en:soya-bean', 'en:vegetable', 'en:pod-and-seed-vegetable', 'en:legume', 'en:pulse', 'en:soya', 'en:coconut-milk', 'en:fruit', 'en:coconut', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:e333iii', 'en:e333', 'en:e331', 'en:e330', 'en:e440a', 'en:natural-flavouring', 'en:flavouring', 'en:sea-salt', 'en:salt', 'de:Antioxidationsmitel', 'en:vitamins', 'en:vitamin-b12', 'en:ergocalciferol', 'en:vitamin-d', 'en:lactic-ferments', 'en:ferment', 'en:microbial-culture', 'de:Kokosceme', 'de:stark tocopherol-tatige Extract', 'en:e304', 'de:Str', 'de:thermophilus', 'de:L', 'de:bulgaricus']","['en:soybeans', 'de:Sojabasis']",['en:nuts'],de
3061990143365,Goût chocolat,"Céréales [farine de froment (33%), céréales complètes (15,1%) (farine complète de froment (15%), farine complète de seigle, farine complète d'orge)] - sucre - matières grasses végétales (palme, palmiste, colza) - cacao maigre (4,7%) - amidons (blé) - sirop de glucose - poudres à lever : carbonates d'ammonium et de sodium - sel - lait écrémé en poudre perméat de lactosérum en poudre (lait) - émulsifiant : lecithines de tournesol - arômes. Peut contenir des traces de fruits à coque.","['en:cereal', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:vegetable-fat', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:fat-reduced-cocoa', 'en:plant', 'en:cocoa', 'en:starch', 'en:glucose-syrup', 'en:monosaccharide', 'en:glucose', 'en:e503', 'en:e500', 'en:salt', 'fr:lait écrémé en poudre perméat de lactosérum en poudre', 'en:sunflower-lecithin', 'en:e322', 'en:e322i', 'en:flavouring', 'en:wheat-flour', 'en:flour', 'en:wheat', 'en:cereal-flour', 'en:wholemeal-cereal', 'en:palm-fat', 'en:palm-oil-and-fat', 'en:palm-kernel-fat', 'en:palm-kernel-oil-and-fat', 'en:colza-oil', 'en:rapeseed-oil', 'en:wheat-starch', 'en:whole-wheat-flour', 'en:wholemeal-flour', 'en:wholemeal-rye-flour', 'en:rye-flour', 'en:wholemeal-barley-flour', 'en:barley', 'en:barley-flour']","['en:gluten', 'en:milk']",['en:nuts'],fr
3228857001316,Brioche Tranchée Recette Classique,"Farine de blé 54%, sucre, eau, ceufs frais 9,5%, beurre pâtissier (lait), huile de colza, levure, sel, rhum, arômes (blé), poudre de jaune d'œufs, extraits végétaux à pouvoir colorant (curcuma, paprika), extrait d'acerola. Peut contenir des traces de soja, fruits à coque et graines de sésame.","['en:wheat-flour', 'en:cereal', 'en:flour', 'en:wheat', 'en:cereal-flour', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:water', 'fr:ceufs frais', 'en:butterfat', 'en:oil-and-fat', 'en:fat', 'en:dairy', 'en:milkfat', 'en:colza-oil', 'en:vegetable-oil-and-fat', 'en:rapeseed-oil', 'en:yeast', 'en:salt', 'en:rum', 'en:alcohol', 'en:flavouring', 'en:egg-yolk-powder', 'en:egg', 'en:egg-yolk', 'fr:extraits à pouvoir colorant', 'en:acerola-juice', 'en:fruit', 'en:juice', 'en:fruit-juice', 'en:turmeric', 'en:condiment', 'en:spice', 'en:paprika']","['en:eggs', 'en:gluten', 'en:milk']","['en:nuts', 'en:sesame-seeds', 'en:soybeans']",fr
6111259341197,Momo black,"Farine de blé, sucre, huile végétale hydrogénée (palme), cacao en poudre (3,4%), régulateur d'acidité (acide citrique (E330), acide tartrique (E334)), poudre à lever (bicarbonate d'ammonium et bicarbonate sodium), émulsifiant végétal (lécithine de soja (E322)) et sel.","['en:wheat-flour', 'en:cereal', 'en:flour', 'en:wheat', 'en:cereal-flour', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:hydrogenated-vegetable-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:oil', 'en:vegetable-oil', 'en:hydrogenated-oil', 'en:cocoa-powder', 'en:plant', 'en:cocoa', 'en:acidity-regulator', 'en:raising-agent', 'en:emulsifier', 'en:salt', 'en:palm', 'en:palm-oil-and-fat', 'en:palm-oil', 'en:e330', 'en:e334', 'en:e503ii', 'en:e503', 'en:e500ii', 'en:e500', 'en:soya-lecithin', 'en:e322', 'en:e322i']","['en:gluten', 'en:milk', 'en:soybeans']","['en:gluten', 'en:milk']",fr
6111266962446,delicemo,"Lait frais entier, crème, préparation aux morceaux de chocolat, sucre, poudre de lait écrémé, texturant : amidon, arômes, ferments lactiques sélectionnés, colorant naturel","['en:milk', 'en:dairy', 'en:cream', 'fr:préparation aux morceaux de chocolat', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:skimmed-milk-powder', 'en:milk-powder', 'fr:texturant', 'en:flavouring', 'en:selected-lactic-ferments', 'en:ferment', 'en:microbial-culture', 'en:lactic-ferments', 'en:natural-colours', 'en:colour', 'en:starch']",['en:milk'],[],fr
20003166,FLOCONS D'AVOINE,"Hafervollkornflocken Kleinblatt
Пълнозърнести овесени ядки. Може да съдържат следи от пшеница, ръж и ечемик.","['bg:Hafervollkornflocken Kleinblatt Пълнозърнести овесени ядки', 'bg:Може да съдържат следи от пшеница', 'bg:ръж и ечемик']",['en:gluten'],['en:gluten'],en
3292070005161,Houmous extra - Pois chiches français & graines de sésame,"pois chiches 48% - eau - huile de colza - pâte de graines de sésame 11% - graines de sésame 1,2% - sel - jus de citron concentré - conservateur: E202. Traces éventuelles de: céréales contenant du gluten, crustacés, oeufs, poissons, soja, lait, moutarde et mollusques.","['en:chickpea', 'en:vegetable', 'en:pod-and-seed-vegetable', 'en:legume', 'en:water', 'en:colza-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:rapeseed-oil', 'en:sesame-paste', 'en:seed', 'en:sesame', 'en:sesame-seeds', 'en:salt', 'en:concentrated-lemon-juice', 'en:fruit', 'en:juice', 'en:fruit-juice', 'en:lemon-juice', 'en:preservative', 'en:e202']",['en:sesame-seeds'],"['en:crustaceans', 'en:eggs', 'en:fish', 'en:gluten', 'en:milk', 'en:molluscs', 'en:mustard', 'en:soybeans']",fr
4006985906203,Cacao en Poudre Non Sucré,"Cacao en poudre non sucré (98%), correcteurs d'acidité: carbonates de potassium, hydroxyde de potassium. Peut contenir des traces de fruits à coque, arachides, lait, gluten et soja.","['en:cocoa-powder', 'en:plant', 'en:cocoa', 'en:acidity-regulator', 'en:e525', 'en:e501']",[],"['en:gluten', 'en:milk', 'en:nuts', 'en:peanuts', 'en:soybeans']",fr
3175681257542,Cranberry saveur amande,"Farine de blé* 68%, huile de tournesol oléique*, sucre de canne*, cranberries* 5,3%, son de blé, poudres à lever (acide citrique, carbonates de sodium), arôme naturel de framboise, arôme naturel d'amande amère (issu d'amandons d'abricots). *Ingrédients issus de l'agriculture biologique.","['en:wheat-flour', 'en:cereal', 'en:flour', 'en:wheat', 'en:cereal-flour', 'en:high-oleic-sunflower-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:vegetable-oil', 'en:sunflower-oil', 'en:cane-sugar', 'en:added-sugar', 'en:disaccharide', 'en:sugar', 'en:cranberry', 'en:fruit', 'en:wheat-bran', 'en:raising-agent', 'en:natural-raspberry-flavouring', 'en:flavouring', 'en:natural-flavouring', 'en:natural-bitter-almond-flavouring', 'en:e330', 'en:e500', ""fr:issu d'amandons d'abricots""]",['en:gluten'],[],fr
3251491787810,Goûter aux raisins,"Farine de blé 59,4%, sucre non raffiné, huile de colza, raisins secs 10%, farine de soja, pâte de raisins 3,3%, fibres de chicorée, poudres à lever (carbonates de potassium, carbonates d'ammonium), protéines de lait.","['en:wheat-flour', 'en:cereal', 'en:flour', 'en:wheat', 'en:cereal-flour', 'en:unrefined-sugar', 'en:added-sugar', 'en:disaccharide', 'en:sugar', 'en:colza-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:rapeseed-oil', 'en:raisin', 'en:fruit', 'en:berries', 'en:grape', 'en:soya-flour', 'en:vegetable', 'en:legume', 'en:pulse', 'en:soya', 'en:soya-bean', 'fr:pate-de-raisins', 'en:chicory-fibre', 'en:fiber', 'en:shoot-vegetable', 'en:vegetable-fiber', 'en:chicory', 'en:raising-agent', 'en:milk-proteins', 'en:protein', 'en:animal-protein', 'en:e501', 'en:e503']","['en:gluten', 'en:milk', 'en:soybeans']","['en:nuts', 'en:sesame-seeds']",fr
6111248360130,Aïn Soltane,Minéralisation en mg/t كالسيوم بيكربونات صوديوم كلورير نترات بوتاسيوم سلفات Magnésium 44 Calcium 70-&gt; Bicarbonates 402 • Sodium 4 Chlorures 7.1 Nitrates 16 Potassium 1 Sulfates 3.7,"['fr:mineralisation-en-mg', 'fr:t-كالسيوم-بيكربونات-صوديوم-كلورير-نترات-بوتاسيوم-سلفات-magnesium-44-calcium-70-bicarbonates-402', 'fr:sodium-4-chlorures-7-1-nitrates-16-potassium-1-sulfates-3-7']",[],[],fr
3045140105502,Chocolat au lait,"Sucre, Beurre de cacao, pâte de cacao, Lait écrémé en poudre, lactosérum en poudre (Lait), Beurre concentré, Émulsifiant (Lécithine de soja), Pâte de noisette, Arôme naturel","['en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:cocoa-butter', 'en:oil-and-fat', 'en:plant', 'en:vegetable-oil-and-fat', 'en:vegetable-fat', 'en:cocoa', 'en:cocoa-paste', 'en:skimmed-milk-powder', 'en:dairy', 'en:milk-powder', 'en:whey-powder', 'en:whey', 'en:butterfat', 'en:fat', 'en:milkfat', 'en:soya-lecithin', 'en:e322', 'en:e322i', 'en:hazelnut-paste', 'en:nut', 'en:tree-nut', 'en:hazelnut', 'en:natural-flavouring', 'en:flavouring']","['en:milk', 'en:nuts', 'en:soybeans']","['en:gluten', 'en:nuts']",fr
